NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Head Road Section From,Head Road Section To,Trajectory From,Trajectory To,Cause Ground Detail,Cause Progression,Cause 1,Cause 2,Cause 3,Cause 4,Month
2974511,2022-04-05,2022-04-05,06:56:26,06:59:00,6640.0,2587000.0,"2,567",162.7,165.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2977016,2022-04-06,2022-04-06,08:44:33,08:58:00,36005.0,2677000.0,"13,450",163.8,166.2,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 13,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974570,2022-04-05,2022-04-05,07:22:28,07:49:00,77775.0,2931000.0,"26,533",164.1,166.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 27,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974519,2022-04-05,2022-04-05,06:59:27,07:01:00,3255.0,2100000.0,"1,550",164.2,166.3,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978071,2022-04-07,2022-04-07,07:14:25,07:33:00,63277.0,3405000.0,"18,583",163.4,165.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 19,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972877,2022-04-04,2022-04-04,07:50:29,08:19:00,101798.0,3570000.0,"28,517",181.2,183.4,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 29,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973260,2022-04-04,2022-04-04,08:59:31,09:07:00,34287.0,4582000.0,"7,483",164.4,169.8,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 7,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974523,2022-04-05,2022-04-05,07:01:27,07:13:00,35428.0,3067000.0,"11,550",164.1,166.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 12,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978144,2022-04-07,2022-04-07,07:34:26,07:36:00,4073.0,2600000.0,"1,567",179.6,182.2,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972887,2022-04-04,2022-04-04,07:51:29,07:53:00,3792.0,2500000.0,"1,517",163.8,166.3,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972978,2022-04-04,2022-04-04,08:12:30,08:17:00,15445.0,3432000.0,"4,500",179.4,183.2,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2975228,2022-04-05,2022-04-05,08:50:31,08:53:00,5435.0,2189000.0,"2,483",175.5,177.6,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2975462,2022-04-05,2022-04-05,09:32:30,09:43:00,25945.0,2471000.0,"10,500",181.6,183.7,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 10,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978147,2022-04-07,2022-04-07,07:35:25,07:38:00,6200.0,2400000.0,"2,583",163.5,165.9,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978231,2022-04-07,2022-04-07,07:46:26,09:20:04,707283.0,7554000.0,"93,633",181.7,187.1,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 94,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972804,2022-04-04,2022-04-04,07:31:29,07:33:00,3488.0,2300000.0,"1,517",164.6,166.9,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974717,2022-04-05,2022-04-05,07:50:29,07:54:00,8468.0,2408000.0,"3,517",163.3,166.0,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2975326,2022-04-05,2022-04-05,09:00:31,09:02:00,6675.0,4500000.0,"1,483",175.9,180.4,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 1,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2975398,2022-04-05,2022-04-05,09:16:31,09:30:03,46482.0,3435000.0,"13,533",175.9,178.0,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 14,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978457,2022-04-07,2022-04-07,08:12:27,08:23:00,30672.0,2907000.0,"10,550",175.5,177.6,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 11,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976946,2022-04-06,2022-04-06,08:29:30,08:31:00,3300.0,2200000.0,"1,500",163.7,165.9,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974596,2022-04-05,2022-04-05,07:28:29,07:30:02,3255.0,2100000.0,"1,550",181.3,183.4,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976986,2022-04-06,2022-04-06,08:38:32,08:43:00,11010.0,2465000.0,"4,467",163.9,166.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2971929,2022-04-01,2022-04-01,15:50:33,15:53:00,5145.0,2100000.0,"2,450",164.4,166.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974728,2022-04-05,2022-04-05,07:51:29,07:56:02,15330.0,3369000.0,"4,550",175.5,178.6,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2975485,2022-04-05,2022-04-05,09:41:30,09:52:00,33152.0,3157000.0,"10,500",177.1,180.3,A,2,A2,descending,Leende,Valkenswaard,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 10,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2975585,2022-04-05,2022-04-05,12:09:30,12:13:00,7100.0,2029000.0,"3,500",174.7,176.7,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 4,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2975588,2022-04-05,2022-04-05,12:13:30,12:15:02,3373.0,2200000.0,"1,533",174.9,177.1,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 2,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2977071,2022-04-06,2022-04-06,09:00:31,09:02:00,3115.0,2100000.0,"1,483",164.3,166.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 1,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2977075,2022-04-06,2022-04-06,09:02:32,09:06:00,8470.0,2443000.0,"3,467",164.7,166.8,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978188,2022-04-07,2022-04-07,07:40:26,09:37:00,465998.0,3998000.0,"116,567",164.1,166.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 117,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972904,2022-04-04,2022-04-04,07:55:30,08:47:00,237035.0,4603000.0,"51,500",163.8,166.2,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,defective vehicle (s),VWM 21,Defective Vehicle(s),Defective Vehicle,Incident (Stranded Vehicle),Incident,1
2974668,2022-04-05,2022-04-05,07:42:29,07:51:00,34182.0,4014000.0,"8,517",173.5,178.2,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 9,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974895,2022-04-05,2022-04-05,08:11:31,08:14:01,5168.0,2067000.0,"2,500",163.3,165.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978162,2022-04-07,2022-04-07,07:37:26,07:46:00,30113.0,3515000.0,"8,567",179.8,182.9,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 9,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972063,2022-04-01,2022-04-01,16:42:32,16:49:00,14918.0,2307000.0,"6,467",163.9,166.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972739,2022-04-04,2022-04-04,06:59:27,07:03:00,7950.0,2239000.0,"3,550",164.7,166.8,A,2,A2,descending,Leenderheide,De Hogt,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973007,2022-04-04,2022-04-04,08:17:31,08:24:01,29187.0,4490000.0,"6,500",181.9,186.0,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973301,2022-04-04,2022-04-04,09:07:31,09:11:01,9125.0,2607000.0,"3,500",164.4,166.9,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2975749,2022-04-05,2022-04-05,16:06:32,16:11:00,11997.0,2686000.0,"4,467",159.6,162.7,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978059,2022-04-07,2022-04-07,07:09:25,07:11:00,5067.0,3200000.0,"1,583",163.3,166.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976328,2022-04-05,2022-04-05,17:32:32,17:34:01,4598.0,3100000.0,"1,483",142.5,156.4,A,2,A2,descending,Batadorp,Ekkersweijer,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),VWM 1,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978287,2022-04-07,2022-04-07,07:54:27,08:15:00,117008.0,5694000.0,"20,550",180.9,183.6,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 21,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978306,2022-04-07,2022-04-07,07:56:26,08:00:04,9723.0,2676000.0,"3,633",174.3,177.1,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972835,2022-04-04,2022-04-04,07:41:29,07:45:01,9313.0,2636000.0,"3,533",164.3,166.8,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973201,2022-04-04,2022-04-04,08:49:31,08:52:00,10678.0,4300000.0,"2,483",176.1,180.4,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978339,2022-04-07,2022-04-07,08:00:26,08:02:00,4387.0,2800000.0,"1,567",175.8,178.6,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976752,2022-04-06,2022-04-06,07:29:28,07:34:00,14672.0,3236000.0,"4,533",163.3,166.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976807,2022-04-06,2022-04-06,07:47:30,07:49:00,4050.0,2700000.0,"1,500",176.5,179.2,A,2,A2,descending,Leende,Valkenswaard,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976921,2022-04-06,2022-04-06,08:22:31,08:24:01,3300.0,2200000.0,"1,500",180.4,182.6,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2971599,2022-04-01,2022-04-01,08:29:31,08:32:00,4967.0,2000000.0,"2,483",162.8,164.8,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972080,2022-04-01,2022-04-01,16:49:33,16:53:00,7543.0,2186000.0,"3,450",164.0,166.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972748,2022-04-04,2022-04-04,07:03:27,07:05:01,3447.0,2200000.0,"1,567",164.4,166.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973115,2022-04-04,2022-04-04,08:38:32,08:40:04,4753.0,3100000.0,"1,533",172.9,176.0,A,2,A2,descending,Valkenswaard,Leenderheide/Randweg N2,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976760,2022-04-06,2022-04-06,07:34:29,07:56:00,63730.0,2962000.0,"21,517",163.4,166.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 22,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976812,2022-04-06,2022-04-06,07:49:29,08:13:00,59552.0,2532000.0,"23,517",177.7,179.9,A,2,A2,descending,Leende,Valkenswaard,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 24,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976960,2022-04-06,2022-04-06,08:31:32,08:36:00,9777.0,2189000.0,"4,467",163.5,165.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972755,2022-04-04,2022-04-04,07:05:27,07:16:00,29265.0,2774000.0,"10,550",163.8,167.0,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 11,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2977091,2022-04-06,2022-04-06,09:13:31,09:15:02,3337.0,2200000.0,"1,517",164.4,166.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972763,2022-04-04,2022-04-04,07:14:28,07:40:01,72767.0,2848000.0,"25,550",179.5,181.6,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 26,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2980403,2022-04-08,2022-04-08,08:12:26,08:34:00,68018.0,3154000.0,"21,567",179.4,182.4,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 22,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2980589,2022-04-08,2022-04-08,12:47:27,12:51:00,8820.0,2485000.0,"3,550",164.4,166.8,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,traffic jam outside rush hour (no cause reported),VWM 4,Off-Peak Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982451,2022-04-11,2022-04-11,09:39:26,09:42:00,5843.0,2277000.0,"2,567",164.3,166.5,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982456,2022-04-11,2022-04-11,09:42:26,09:45:02,7020.0,2700000.0,"2,600",164.4,167.1,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982877,2022-04-11,2022-04-11,16:47:30,16:49:00,3450.0,2300000.0,"1,500",163.3,165.6,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2980821,2022-04-08,2022-04-08,15:35:29,15:45:01,24793.0,2601000.0,"9,533",163.5,165.8,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 10,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982331,2022-04-11,2022-04-11,08:32:28,08:34:00,3833.0,2500000.0,"1,533",179.5,182.0,A,2,A2,descending,Maarheeze,Leende,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982459,2022-04-11,2022-04-11,09:45:26,09:49:00,9987.0,2800000.0,"3,567",164.4,167.2,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2979715,2022-04-07,2022-04-07,16:51:28,16:54:00,9863.0,3893000.0,"2,533",163.6,168.4,A,2,A2,descending,De Hogt,Batadorp,Maastricht,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
