NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Head Road Section From,Head Road Section To,Trajectory From,Trajectory To,Cause Ground Detail,Cause Progression,Cause 1,Cause 2,Cause 3,Cause 4,Month
2973566,2022-04-04,2022-04-04,15:13:31,15:25:01,37057.0,3222000.0,"11,500",141.1,143.3,A,50,A50,descending,Bankhoef,Maasbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 12,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974123,2022-04-04,2022-04-04,17:25:31,17:27:00,4005.0,2700000.0,"1,483",127.3,130.0,A,59,A59,descending,Vlijmen,Nieuwkuijk,'s-Hertogenbosch,Zonzeel,rush hour traffic jam (no cause reported),VWM 1,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974225,2022-04-04,2022-04-04,17:39:32,17:48:01,34855.0,4109000.0,"8,483",137.9,141.4,A,2,A2,descending,Best-West,Boxtel,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),VWM 8,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974235,2022-04-04,2022-04-04,17:41:32,17:46:01,12553.0,2800000.0,"4,483",136.9,139.7,A,12,A12,descending,Duiven,Westervoort,Duitse grens,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974497,2022-04-05,2022-04-05,06:51:26,06:53:00,3760.0,2400000.0,"1,567",141.0,143.4,A,50,A50,descending,Bankhoef,Maasbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974614,2022-04-05,2022-04-05,07:31:30,07:33:00,5400.0,3600000.0,"1,500",146.7,150.3,A,50,A50,descending,Valburg,Ewijk,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974746,2022-04-05,2022-04-05,07:53:30,07:57:02,9480.0,2683000.0,"3,533",149.3,152.2,A,59,A59,descending,Oss,Nuland,Oss,'s-Hertogenbosch,rush hour traffic jam (no cause reported) with work found in spin,VWM 4,Rush Hour Traffic Jam (No Cause Reported) with Found Work in Spin,No Cause Reported,Crowd or Busyness,High Intensity,1
2975051,2022-04-05,2022-04-05,08:28:31,08:31:00,6040.0,2432000.0,"2,483",125.9,128.3,A,15,A15,descending,Tiel-West,Wadenoijen,Nijmegen,Gorinchem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2975080,2022-04-05,2022-04-05,08:32:31,08:36:00,9463.0,2717000.0,"3,483",126.8,130.0,A,15,A15,descending,Tiel-West,Wadenoijen,Nijmegen,Gorinchem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2975188,2022-04-05,2022-04-05,08:45:31,08:47:00,6378.0,4300000.0,"1,483",135.9,140.2,A,12,A12,descending,Duiven,Westervoort,Duitse grens,Arnhem,rush hour traffic jam (no cause reported),VWM 1,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976062,2022-04-05,2022-04-05,17:02:33,17:31:00,94218.0,3312000.0,"28,450",141.6,143.7,A,50,A50,descending,Bankhoef,Maasbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 28,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976305,2022-04-05,2022-04-05,17:30:33,17:54:00,72308.0,3084000.0,"23,450",135.5,137.6,A,12,A12,descending,Westervoort,IJsselbrug,Duitse grens,Arnhem,rush hour traffic jam (no cause reported),VWM 23,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976338,2022-04-05,2022-04-05,17:32:32,17:35:02,5193.0,2077000.0,"2,500",132.2,134.3,A,59,A59,descending,'s-Hertogenbosch-Maaspoort,Engelen,'s-Hertogenbosch,Zonzeel,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976421,2022-04-05,2022-04-05,17:42:33,17:44:00,3335.0,2300000.0,"1,450",133.1,135.4,A,2,A2,descending,Best-West,Boxtel,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),VWM 1,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972857,2022-04-04,2022-04-04,07:45:29,07:53:00,22708.0,3021000.0,"7,517",150.8,154.0,A,59,A59,descending,Oss,Nuland,Oss,'s-Hertogenbosch,rush hour traffic jam (no cause reported) with work found in spin,VWM 8,Rush Hour Traffic Jam (No Cause Reported) with Found Work in Spin,No Cause Reported,Crowd or Busyness,High Intensity,1
2972945,2022-04-04,2022-04-04,08:05:30,08:08:00,5785.0,2314000.0,"2,500",129.7,131.9,A,15,A15,descending,Tiel,Tiel-West,Nijmegen,Gorinchem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973663,2022-04-04,2022-04-04,16:03:31,16:05:02,6522.0,4300000.0,"1,517",140.8,145.1,A,50,A50,descending,Bankhoef,Maasbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974305,2022-04-04,2022-04-04,17:51:32,17:53:00,5427.0,3700000.0,"1,467",139.4,143.1,A,2,A2,descending,Best,Best-West,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),VWM 1,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974340,2022-04-04,2022-04-04,17:59:32,18:31:00,113835.0,3618000.0,"31,467",136.3,138.6,A,12,A12,descending,Duiven,Westervoort,Duitse grens,Arnhem,accident (len),VWM 6,Accidents,Accident,Accident,Accident,1
2974617,2022-04-05,2022-04-05,07:32:29,07:48:03,55133.0,3542000.0,"15,567",135.9,138.5,A,12,A12,descending,Duiven,Westervoort,Duitse grens,Arnhem,rush hour traffic jam (no cause reported),VWM 16,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974757,2022-04-05,2022-04-05,07:55:30,08:08:00,43107.0,3449000.0,"12,500",135.9,138.8,A,12,A12,descending,Duiven,Westervoort,Duitse grens,Arnhem,rush hour traffic jam (no cause reported),VWM 12,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2975038,2022-04-05,2022-04-05,08:27:32,08:35:02,27997.0,3733000.0,"7,500",135.6,138.7,A,12,A12,descending,Westervoort,IJsselbrug,Duitse grens,Arnhem,rush hour traffic jam (no cause reported),VWM 8,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2975110,2022-04-05,2022-04-05,08:35:32,08:39:00,7462.0,2152000.0,"3,467",150.7,152.8,A,59,A59,descending,Oss,Nuland,Oss,'s-Hertogenbosch,rush hour traffic jam (no cause reported) with work found in spin,VWM 3,Rush Hour Traffic Jam (No Cause Reported) with Found Work in Spin,No Cause Reported,Crowd or Busyness,High Intensity,1
2975863,2022-04-05,2022-04-05,16:28:32,16:41:01,36190.0,2899000.0,"12,483",141.0,143.3,A,50,A50,descending,Bankhoef,Maasbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 12,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976014,2022-04-05,2022-04-05,16:54:33,16:57:01,6420.0,2603000.0,"2,467",141.6,144.0,A,50,A50,descending,Bankhoef,Maasbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978553,2022-04-07,2022-04-07,08:23:27,08:27:01,11995.0,3363000.0,"3,567",141.1,144.4,A,50,A50,descending,Bankhoef,Maasbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976457,2022-04-05,2022-04-05,17:46:32,17:49:00,5180.0,2100000.0,"2,467",138.4,140.5,A,2,A2,descending,Best,Best-West,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2971633,2022-04-01,2022-04-01,09:08:30,09:11:00,5152.0,2061000.0,"2,500",135.9,138.0,A,12,A12,descending,Duiven,Westervoort,Duitse grens,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972779,2022-04-04,2022-04-04,07:21:29,07:57:00,167668.0,4721000.0,"35,517",141.1,144.5,A,50,A50,descending,Bankhoef,Maasbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 36,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972950,2022-04-04,2022-04-04,08:05:30,08:29:00,71997.0,3064000.0,"23,500",119.9,122.3,A,50,A50,descending,Volkel,Veghel-Noord,Oss,Eindhoven,rush hour traffic jam (no cause reported),VWM 24,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973052,2022-04-04,2022-04-04,08:26:31,08:29:00,5387.0,2169000.0,"2,483",144.6,146.8,A,50,A50,descending,Ewijk,Bankhoef,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973141,2022-04-04,2022-04-04,08:41:32,08:46:03,12313.0,2726000.0,"4,517",141.6,143.9,A,50,A50,descending,Bankhoef,Maasbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973237,2022-04-04,2022-04-04,08:56:31,09:23:00,117040.0,4419000.0,"26,483",136.0,140.5,A,12,A12,descending,Duiven,Westervoort,Duitse grens,Arnhem,rush hour traffic jam (no cause reported),VWM 26,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973238,2022-04-04,2022-04-04,08:56:31,08:58:00,4302.0,2900000.0,"1,483",142.0,144.9,A,12,A12,descending,Zevenaar,Duiven,Duitse grens,Arnhem,rush hour traffic jam (no cause reported),VWM 1,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973576,2022-04-04,2022-04-04,15:25:31,15:35:02,29675.0,3118000.0,"9,517",141.1,143.2,A,50,A50,descending,Bankhoef,Maasbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 10,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973667,2022-04-04,2022-04-04,16:05:32,17:17:01,364585.0,5100000.0,"71,483",140.7,143.2,A,50,A50,descending,Bankhoef,Maasbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 71,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974044,2022-04-04,2022-04-04,17:15:33,17:29:00,39677.0,2950000.0,"13,450",141.0,143.2,A,58,A58,descending,Kapelle,Vlaketunnel,Vlissingen,Bergen op Zoom,rush hour traffic jam (no cause reported) with work found in spin,VWM 13,Rush Hour Traffic Jam (No Cause Reported) with Found Work in Spin,No Cause Reported,Crowd or Busyness,High Intensity,1
2974563,2022-04-05,2022-04-05,07:20:28,07:31:00,34867.0,3310000.0,"10,533",136.1,139.1,A,12,A12,descending,Duiven,Westervoort,Duitse grens,Arnhem,rush hour traffic jam (no cause reported),VWM 11,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974690,2022-04-05,2022-04-05,07:45:29,07:48:04,7505.0,2905000.0,"2,583",148.9,151.0,A,59,A59,descending,Oss,Nuland,Oss,'s-Hertogenbosch,rush hour traffic jam (no cause reported) with work found in spin,VWM 3,Rush Hour Traffic Jam (No Cause Reported) with Found Work in Spin,No Cause Reported,Crowd or Busyness,High Intensity,1
2974935,2022-04-05,2022-04-05,08:16:31,08:18:00,5043.0,3400000.0,"1,483",135.9,139.3,A,12,A12,descending,Duiven,Westervoort,Duitse grens,Arnhem,rush hour traffic jam (no cause reported),VWM 1,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2975252,2022-04-05,2022-04-05,08:52:32,08:55:02,6000.0,2400000.0,"2,500",132.9,135.3,A,15,A15,descending,Echteld,brug over het Amsterdam-Rijnkanaal,Nijmegen,Gorinchem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2975437,2022-04-05,2022-04-05,09:24:31,09:28:00,7693.0,2209000.0,"3,483",140.9,142.9,A,50,A50,descending,Bankhoef,Maasbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976041,2022-04-05,2022-04-05,16:59:33,17:01:00,3190.0,2200000.0,"1,450",121.6,123.8,A,2,A2,descending,Vught,Vught,Eindhoven,'s-Hertogenbosch,rush hour traffic jam (no cause reported),VWM 1,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976940,2022-04-06,2022-04-06,08:27:32,08:40:03,29615.0,2366000.0,"12,517",141.1,143.3,A,50,A50,descending,Bankhoef,Maasbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 13,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2971643,2022-04-01,2022-04-01,09:33:30,09:36:00,6000.0,2400000.0,"2,500",136.0,138.4,A,12,A12,descending,Duiven,Westervoort,Duitse grens,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972005,2022-04-01,2022-04-01,16:18:32,16:25:02,15665.0,2410000.0,"6,500",141.3,143.5,A,50,A50,descending,Bankhoef,Maasbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972782,2022-04-04,2022-04-04,07:23:28,07:26:00,8677.0,3425000.0,"2,533",136.0,138.6,A,12,A12,descending,Duiven,Westervoort,Duitse grens,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973054,2022-04-04,2022-04-04,08:26:31,08:28:00,2967.0,2000000.0,"1,483",148.8,150.8,A,59,A59,descending,Oss,Nuland,Oss,'s-Hertogenbosch,rush hour traffic jam (no cause reported) with work found in spin,VWM 1,Rush Hour Traffic Jam (No Cause Reported) with Found Work in Spin,No Cause Reported,Crowd or Busyness,High Intensity,1
2973249,2022-04-04,2022-04-04,08:57:31,08:59:01,3000.0,2000000.0,"1,500",144.6,146.6,A,50,A50,descending,Ewijk,Bankhoef,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973251,2022-04-04,2022-04-04,08:58:31,09:00:03,4140.0,2700000.0,"1,533",136.0,138.7,A,12,A12,descending,Duiven,Westervoort,Duitse grens,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974141,2022-04-04,2022-04-04,17:27:32,17:43:00,40977.0,2649000.0,"15,467",125.9,127.9,A,59,A59,descending,Vlijmen,Nieuwkuijk,'s-Hertogenbosch,Zonzeel,rush hour traffic jam (no cause reported),VWM 15,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974319,2022-04-04,2022-04-04,17:53:33,17:55:01,3721.0,2537000.0,"1,467",131.9,134.4,A,59,A59,descending,'s-Hertogenbosch-Maaspoort,Engelen,'s-Hertogenbosch,Zonzeel,rush hour traffic jam (no cause reported),VWM 1,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974693,2022-04-05,2022-04-05,07:46:30,07:49:00,8558.0,3423000.0,"2,500",128.1,131.7,A,15,A15,descending,Tiel,Tiel-West,Nijmegen,Gorinchem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974856,2022-04-05,2022-04-05,08:06:30,08:08:00,3150.0,2100000.0,"1,500",146.1,148.2,A,59,A59,descending,Nuland,Kruisstraat,Oss,'s-Hertogenbosch,rush hour traffic jam (no cause reported) with work found in spin,VWM 2,Rush Hour Traffic Jam (No Cause Reported) with Found Work in Spin,No Cause Reported,Crowd or Busyness,High Intensity,1
2974857,2022-04-05,2022-04-05,08:06:30,08:11:01,9413.0,2084000.0,"4,517",149.8,151.8,A,59,A59,descending,Oss,Nuland,Oss,'s-Hertogenbosch,rush hour traffic jam (no cause reported) with work found in spin,VWM 5,Rush Hour Traffic Jam (No Cause Reported) with Found Work in Spin,No Cause Reported,Crowd or Busyness,High Intensity,1
2974942,2022-04-05,2022-04-05,08:16:31,08:20:02,8232.0,2341000.0,"3,517",140.6,142.8,A,50,A50,descending,Bankhoef,Maasbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2975307,2022-04-05,2022-04-05,08:57:31,09:06:01,23460.0,2760000.0,"8,500",119.9,122.3,A,50,A50,descending,Volkel,Veghel-Noord,Oss,Eindhoven,rush hour traffic jam (no cause reported),VWM 8,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2977588,2022-04-06,2022-04-06,17:10:29,17:28:01,130279.0,7430000.0,"17,533",126.9,134.4,A,59,A59,descending,Vlijmen,Nieuwkuijk,'s-Hertogenbosch,Zonzeel,rush hour traffic jam (no cause reported),VWM 18,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2977639,2022-04-06,2022-04-06,17:18:28,17:42:00,97087.0,4125000.0,"23,533",141.0,144.3,A,50,A50,descending,Bankhoef,Maasbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 24,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2972967,2022-04-04,2022-04-04,08:10:30,08:30:02,66280.0,3393000.0,"19,533",135.9,138.0,A,12,A12,descending,Duiven,Westervoort,Duitse grens,Arnhem,rush hour traffic jam (no cause reported),VWM 20,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973152,2022-04-04,2022-04-04,08:42:32,08:45:03,8287.0,3293000.0,"2,517",120.0,123.7,A,50,A50,descending,Volkel,Veghel-Noord,Oss,Eindhoven,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2973957,2022-04-04,2022-04-04,17:01:32,17:16:00,40507.0,2800000.0,"14,467",136.9,139.7,A,12,A12,descending,Duiven,Westervoort,Duitse grens,Arnhem,rush hour traffic jam (no cause reported),VWM 14,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974145,2022-04-04,2022-04-04,17:28:33,17:34:00,15260.0,2800000.0,"5,450",136.9,139.7,A,12,A12,descending,Duiven,Westervoort,Duitse grens,Arnhem,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
