NL Site Number,File Start Date,File End Date,File Start Time,File End Time,File Severity,Average Length,File Duration,Hectometer Head,Hectometer Tail,Route Letter,Route Number,Route Description,Hectometering Direction,Head Road Section From,Head Road Section To,Trajectory From,Trajectory To,Cause Ground Detail,Cause Progression,Cause 1,Cause 2,Cause 3,Cause 4,Month
2974889,2022-04-05,2022-04-05,08:10:31,08:13:00,5587.0,2250000.0,"2,483",159.6,157.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2977616,2022-04-06,2022-04-06,17:14:28,17:18:00,8127.0,2300000.0,"3,533",154.7,157.0,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978237,2022-04-07,2022-04-07,07:46:26,09:33:00,725243.0,6806000.0,"106,567",159.8,157.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 107,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978361,2022-04-07,2022-04-07,08:02:27,08:07:00,14205.0,3122000.0,"4,550",159.5,156.8,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978494,2022-04-07,2022-04-07,08:16:28,08:19:01,5605.0,2198000.0,"2,550",159.6,157.5,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974741,2022-04-05,2022-04-05,07:52:30,07:55:02,5497.0,2170000.0,"2,533",159.7,157.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2974817,2022-04-05,2022-04-05,08:02:30,08:06:01,8110.0,2306000.0,"3,517",159.7,157.6,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2976366,2022-04-05,2022-04-05,17:36:32,18:13:08,121345.0,3315000.0,"36,600",161.9,165.5,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,accident (len),VWM 4,Accidents,Accident,Accident,Accident,1
2977673,2022-04-06,2022-04-06,17:23:30,17:31:00,20582.0,2744000.0,"7,500",158.8,161.5,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 8,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2971420,2022-04-01,2022-04-01,06:20:23,06:22:00,3395.0,2100000.0,"1,617",157.3,155.2,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978842,2022-04-07,2022-04-07,08:56:28,08:58:00,3987.0,2600000.0,"1,533",159.5,156.9,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982405,2022-04-11,2022-04-11,08:59:27,09:01:00,3100.0,2000000.0,"1,550",160.2,158.2,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2979384,2022-04-07,2022-04-07,15:38:28,15:49:00,32580.0,3093000.0,"10,533",157.2,159.4,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 11,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978568,2022-04-07,2022-04-07,08:25:28,08:30:03,12175.0,2656000.0,"4,583",159.6,157.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2982413,2022-04-11,2022-04-11,09:03:27,09:09:00,17867.0,3219000.0,"5,550",159.8,156.7,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978771,2022-04-07,2022-04-07,08:46:29,08:51:03,12727.0,2787000.0,"4,567",159.7,156.7,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978861,2022-04-07,2022-04-07,08:58:27,09:05:02,17392.0,2642000.0,"6,583",159.6,157.2,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 7,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2984788,2022-04-12,2022-04-12,16:35:29,16:37:15,2120.0,1200000.0,"1,767",156.0,156.0,A,50,A50,ascending,Valburg verbindingsweg A50 vanuit Eindhoven,A15 richting Arnhem,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2985018,2022-04-12,2022-04-12,17:10:30,17:44:01,99051.0,2955000.0,"33,517",157.8,160.1,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 34,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2978690,2022-04-07,2022-04-07,08:39:28,08:44:02,10530.0,2306000.0,"4,567",159.6,157.5,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2980039,2022-04-07,2022-04-07,17:36:30,17:38:00,3450.0,2300000.0,"1,500",161.1,163.4,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2985464,2022-04-12,2022-04-12,18:00:29,18:02:01,4600.0,3000000.0,"1,533",160.1,163.1,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2983855,2022-04-12,2022-04-12,08:21:28,08:23:00,5060.0,3300000.0,"1,533",159.6,156.3,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2984008,2022-04-12,2022-04-12,08:39:28,09:17:00,144135.0,3840000.0,"37,533",161.9,159.4,A,50,A50,ascending,Heteren,Renkum,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 38,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2984584,2022-04-12,2022-04-12,15:54:29,16:47:00,345722.0,6583000.0,"52,517",159.9,162.1,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,there is clutter on the road,VWM 22,Clutter on the Road,Load on the Road,Incident (Obstacle on the Road),Incident,1
2983684,2022-04-12,2022-04-12,07:57:27,08:24:00,82132.0,3093000.0,"26,550",158.2,156.0,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 27,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2980274,2022-04-07,2022-04-07,18:40:27,18:48:00,19393.0,2569000.0,"7,550",156.1,158.4,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 8,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2984597,2022-04-12,2022-04-12,15:57:29,17:56:48,343630.0,2880000.0,"119,317",160.1,158.0,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,accident (len),VWM 16,Accidents,Accident,Accident,Accident,1
3001484,2022-04-22,2022-04-22,17:37:29,17:39:00,3185.0,2100000.0,"1,517",157.9,160.0,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3000396,2022-04-22,2022-04-22,15:00:29,15:06:00,14350.0,2601000.0,"5,517",157.7,160.2,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3000873,2022-04-22,2022-04-22,16:19:30,16:59:01,136120.0,3445000.0,"39,517",153.5,155.5,A,50,A50,descending,Valburg,Tacitusbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 40,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3001275,2022-04-22,2022-04-22,17:10:30,17:29:00,53190.0,2875000.0,"18,500",153.9,158.1,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 18,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3000431,2022-04-22,2022-04-22,15:07:28,15:11:00,8528.0,2414000.0,"3,533",159.8,162.0,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3000960,2022-04-22,2022-04-22,16:29:29,16:32:00,5620.0,2233000.0,"2,517",156.8,159.0,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2999304,2022-04-21,2022-04-21,18:05:30,18:15:03,31692.0,3318000.0,"9,550",159.9,162.5,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 10,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2999393,2022-04-21,2022-04-21,18:18:29,18:25:02,19658.0,3001000.0,"6,550",160.2,163.4,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 7,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3000702,2022-04-22,2022-04-22,15:55:28,16:21:00,137432.0,5382000.0,"25,533",154.1,158.9,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 26,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2999429,2022-04-21,2022-04-21,18:25:29,18:27:00,4398.0,2900000.0,"1,517",161.4,164.3,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3000921,2022-04-22,2022-04-22,16:26:29,16:28:00,3943.0,2600000.0,"1,517",159.6,162.2,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3000859,2022-04-22,2022-04-22,16:17:29,16:19:00,3185.0,2100000.0,"1,517",160.9,158.8,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3001009,2022-04-22,2022-04-22,16:36:30,16:40:02,10677.0,3022000.0,"3,533",154.3,157.3,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3001170,2022-04-22,2022-04-22,16:57:29,16:59:00,3033.0,2000000.0,"1,517",161.2,163.2,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2999369,2022-04-21,2022-04-21,18:14:29,18:18:00,8292.0,2358000.0,"3,517",159.8,161.8,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2997001,2022-04-21,2022-04-21,08:00:27,08:07:00,22087.0,3372000.0,"6,550",159.6,157.3,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 7,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2997454,2022-04-21,2022-04-21,08:55:29,09:02:01,16873.0,2583000.0,"6,533",159.7,157.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 7,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2997086,2022-04-21,2022-04-21,08:10:29,08:14:00,7188.0,2044000.0,"3,517",159.6,157.6,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2997290,2022-04-21,2022-04-21,08:34:29,08:37:02,5100.0,2000000.0,"2,550",159.6,157.6,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2997343,2022-04-21,2022-04-21,08:40:28,08:48:01,19355.0,2564000.0,"7,550",159.6,157.6,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 8,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2997190,2022-04-21,2022-04-21,08:22:27,09:11:01,182205.0,3752000.0,"48,567",159.6,157.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 49,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2994383,2022-04-19,2022-04-19,17:24:30,17:28:00,5950.0,1700000.0,"3,500",156.0,156.0,A,50,A50,ascending,Valburg verbindingsweg A50 vanuit Eindhoven,A15 richting Arnhem,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2997308,2022-04-21,2022-04-21,08:36:28,08:39:03,5530.0,2141000.0,"2,583",159.6,157.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2997416,2022-04-21,2022-04-21,08:49:27,08:56:01,16780.0,2555000.0,"6,567",159.6,157.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 7,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2997535,2022-04-21,2022-04-21,09:03:28,09:06:01,6172.0,2420000.0,"2,550",159.7,157.3,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3007452,2022-04-29,2022-04-29,17:09:28,17:11:00,3067.0,2000000.0,"1,533",159.8,161.8,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3006969,2022-04-29,2022-04-29,15:36:28,15:39:00,7480.0,2953000.0,"2,533",157.2,160.5,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3007078,2022-04-29,2022-04-29,15:53:28,15:57:00,8163.0,2310000.0,"3,533",159.7,161.9,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3007175,2022-04-29,2022-04-29,16:13:28,16:35:02,87232.0,4045000.0,"21,567",156.7,159.4,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 22,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3007383,2022-04-29,2022-04-29,16:53:28,16:55:02,3133.0,2000000.0,"1,567",154.5,156.5,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3006804,2022-04-29,2022-04-29,14:58:27,15:07:00,24792.0,2900000.0,"8,550",157.3,160.3,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 9,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3006988,2022-04-29,2022-04-29,15:40:28,15:44:00,7325.0,2073000.0,"3,533",159.6,161.7,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3007392,2022-04-29,2022-04-29,16:55:28,16:57:01,6045.0,3900000.0,"1,550",154.7,158.6,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3007102,2022-04-29,2022-04-29,15:57:28,16:01:01,12255.0,3452000.0,"3,550",159.5,163.1,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3007411,2022-04-29,2022-04-29,16:59:28,17:06:00,16477.0,2522000.0,"6,533",156.5,158.6,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 7,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3007018,2022-04-29,2022-04-29,15:44:28,15:47:00,5573.0,2200000.0,"2,533",161.1,163.3,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3006833,2022-04-29,2022-04-29,15:07:27,15:09:02,4592.0,2900000.0,"1,583",159.7,162.6,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3006942,2022-04-29,2022-04-29,15:31:28,15:33:00,3527.0,2300000.0,"1,533",157.1,159.4,A,50,A50,descending,Heteren,Valburg,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2986892,2022-04-13,2022-04-13,17:41:28,17:44:00,5497.0,2170000.0,"2,533",159.8,162.0,A,50,A50,descending,Renkum,Heteren,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2987784,2022-04-14,2022-04-14,09:11:27,09:13:00,3410.0,2200000.0,"1,550",159.6,157.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2986819,2022-04-13,2022-04-13,17:30:28,17:33:00,5320.0,2100000.0,"2,533",160.9,163.0,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2987520,2022-04-14,2022-04-14,08:27:27,08:29:00,3410.0,2200000.0,"1,550",159.6,157.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2987608,2022-04-14,2022-04-14,08:40:28,08:44:00,8755.0,2478000.0,"3,533",159.6,157.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2987701,2022-04-14,2022-04-14,08:53:27,08:58:00,10798.0,2373000.0,"4,550",159.6,157.4,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 5,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2987532,2022-04-14,2022-04-14,08:29:27,08:32:00,7287.0,2858000.0,"2,550",159.6,156.8,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 3,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2987557,2022-04-14,2022-04-14,08:33:28,08:35:01,3410.0,2200000.0,"1,550",159.7,157.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 2,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2987647,2022-04-14,2022-04-14,08:46:27,08:52:00,13848.0,2495000.0,"5,550",159.6,157.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 6,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2987469,2022-04-14,2022-04-14,08:20:27,08:24:02,8902.0,2484000.0,"3,583",159.8,157.5,A,50,A50,ascending,Heteren,Rijnbrug,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
2987744,2022-04-14,2022-04-14,09:00:27,09:04:00,7992.0,2251000.0,"3,550",159.4,157.3,A,50,A50,ascending,Valburg,Heteren,Oss,Arnhem,rush hour traffic jam (no cause reported),VWM 4,Rush Hour Traffic Jam (No Cause Reported),No Cause Reported,Crowd or Busyness,High Intensity,1
3133176,2022-08-03,2022-08-03,10:50:28,11:06:57,40653.0,2466000.0,"16,483",161.1,163.5,A,50,A50,descending,Renkum,Rijnbrug,Arnhem,Oss,clearance work,VWM 8,Cleanup Operations,Opruimwerkzaamheden,Incident (Cleanup Operations),Incident,2
